CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,Segment
12454,56,1,2500.84,2,1,4,Potential Loyalists
12455,73,5,2181.46,2,3,4,Potential Loyalists
12456,44,3,2581.04,3,3,4,Champions
12457,66,6,1907.63,2,4,4,Potential Loyalists
12458,71,2,787.4,2,2,3,Potential Loyalists
12461,155,1,626.88,1,1,2,Lost
12462,19,2,937.59,3,2,3,New Customers
12463,53,4,1200.78,2,3,3,Potential Loyalists
12464,10,8,855.35,4,4,3,Champions
12465,17,2,682.19,4,2,3,New Customers
12468,188,2,657.5400000000001,1,2,3,Potential Loyalists
12471,2,27,17371.7,4,4,4,Champions
12472,32,7,6000.31,3,4,4,Champions
12473,54,3,2534.88,2,3,4,Potential Loyalists
12474,17,18,6590.34,4,4,4,Champions
12475,54,1,669.38,2,1,3,Potential Loyalists
12476,16,11,5814.67,4,4,4,Champions
12477,23,6,13168.89,3,4,4,Champions
12478,4,1,545.99,4,1,2,New Customers
12479,11,1,473.2,4,1,2,New Customers
12480,28,4,2568.83,3,3,4,Champions
12481,23,10,4936.02,3,4,4,Champions
12483,17,8,1910.98,4,4,4,Champions
12484,35,4,3939.32,3,3,4,Champions
12488,10,3,1075.16,4,3,3,Champions
12489,336,1,267.03000000000003,1,1,1,Lost
12490,5,10,4859.93,4,4,4,Champions
12491,39,1,424.40000000000003,3,1,2,New Customers
12492,63,2,227.21,2,2,1,Potential Loyalists
12493,166,2,362.79,1,2,2,Potential Loyalists
12494,16,7,1084.1,4,4,3,Champions
12497,82,1,690.6,2,1,3,Potential Loyalists
12498,21,3,349.70000000000005,3,3,2,Potential Loyalists
12500,50,9,2076.59,3,4,4,Champions
12501,337,1,2008.44,1,1,4,Lost
12502,96,5,2875.2200000000003,2,3,4,Potential Loyalists
12504,18,2,428.04999999999995,4,2,2,New Customers
12506,233,1,73.5,1,1,1,Lost
12507,134,3,434.41,2,3,2,Potential Loyalists
12508,26,2,397.88,3,2,2,New Customers
12509,284,1,158.5,1,1,1,Lost
12510,143,2,814.5699999999999,2,2,3,Potential Loyalists
12512,66,2,132.18,2,2,1,Potential Loyalists
12513,113,1,558.29,2,1,2,Potential Loyalists
12514,267,1,1017.6800000000001,1,1,3,Lost
12515,353,1,278.7,1,1,1,Lost
12516,78,2,1082.38,2,2,3,Potential Loyalists
12517,28,4,2301.6,3,3,4,Champions
12518,1,5,1840.89,4,3,4,Champions
12519,64,1,276.84000000000003,2,1,1,Potential Loyalists
12520,79,5,2329.31,2,3,4,Potential Loyalists
12521,143,1,545.68,2,1,2,Potential Loyalists
12522,39,2,156.72,3,2,1,New Customers
12523,19,11,1657.82,3,4,4,Champions
12524,9,8,3654.84,4,4,4,Champions
12526,1,3,1172.66,4,3,3,Champions
12527,82,3,330.71000000000004,2,3,2,Potential Loyalists
12528,9,6,1628.53,4,4,4,Champions
12530,60,4,1360.48,2,3,3,Potential Loyalists
12531,15,1,95.27,4,1,1,New Customers
12532,30,1,313.83000000000004,3,1,2,New Customers
12534,131,1,962.23,2,1,3,Potential Loyalists
12535,92,2,716.35,2,2,3,Potential Loyalists
12536,59,1,4095.26,2,1,4,Potential Loyalists
12538,29,1,363.95,3,1,2,New Customers
12539,22,4,5449.7,3,3,4,Champions
12540,20,17,11414.69,3,4,4,Champions
12541,30,3,841.18,3,3,3,Champions
12544,36,1,316.7,3,1,2,New Customers
12545,75,2,832.39,2,2,3,Potential Loyalists
12546,47,2,1021.5,3,2,3,New Customers
12547,198,2,151.8,1,2,1,Potential Loyalists
12548,166,1,67.19999999999999,1,1,1,Lost
12550,79,1,824.83,2,1,3,Potential Loyalists
12551,358,1,168.0,1,1,1,Lost
12552,40,1,317.82,3,1,2,New Customers
12553,8,10,3278.28,4,4,4,Champions
12556,50,2,599.56,3,2,2,New Customers
12557,16,4,2501.34,4,3,4,Champions
12558,8,1,269.96,4,1,1,New Customers
12559,311,2,525.71,1,2,2,Potential Loyalists
12560,5,2,1901.06,4,2,4,New Customers
12561,303,1,238.85,1,1,1,Lost
12562,8,7,3250.14,4,4,4,Champions
12564,261,1,352.05,1,1,2,Lost
12565,289,1,145.92000000000002,1,1,1,Lost
12566,86,1,297.65,2,1,2,Potential Loyalists
12567,23,10,8217.130000000001,3,4,4,Champions
12569,2,32,3152.69,4,4,4,Champions
12571,40,2,519.61,3,2,2,New Customers
12572,9,2,878.52,4,2,3,New Customers
12573,227,1,160.54000000000002,1,1,1,Lost
12574,316,1,182.45000000000002,1,1,1,Lost
12576,36,5,1268.93,3,3,3,Champions
12577,35,3,626.6,3,3,2,Potential Loyalists
12578,21,2,2402.51,3,2,4,New Customers
12579,78,1,386.42,2,1,2,Potential Loyalists
12580,247,1,379.7,1,1,2,Lost
12581,40,1,179.71,3,1,1,New Customers
12582,239,2,351.36,1,2,2,Potential Loyalists
12583,3,15,6503.33,4,4,4,Champions
12584,4,9,2033.8,4,4,4,Champions
12585,234,2,1653.96,1,2,4,Potential Loyalists
12586,17,1,196.94000000000003,4,1,1,New Customers
12587,8,1,104.0,4,1,1,New Customers
12588,39,1,174.89999999999998,3,1,1,New Customers
12589,29,2,574.68,3,2,2,New Customers
12590,211,1,8951.26,1,1,4,Lost
12591,317,1,368.85,1,1,2,Lost
12592,92,2,401.6,2,2,2,Potential Loyalists
12593,109,3,382.1,2,3,2,Potential Loyalists
12594,38,9,3208.2200000000003,3,4,4,Champions
12596,51,2,450.27,3,2,2,New Customers
12597,19,4,3127.72,3,3,4,Champions
12598,10,7,2807.08,4,4,4,Champions
12599,29,7,888.58,3,4,3,Champions
12600,29,10,2311.04,3,4,4,Champions
12601,190,5,447.11,1,3,2,At Risk
12602,59,1,153.12,2,1,1,Potential Loyalists
12603,22,1,613.1999999999999,3,1,2,New Customers
12604,79,2,236.18,2,2,1,Potential Loyalists
12607,60,1,1562.56,2,1,4,Potential Loyalists
12609,78,3,964.85,2,3,3,Potential Loyalists
12610,23,4,1679.74,3,3,4,Champions
12611,52,1,1049.32,2,1,3,Potential Loyalists
12612,74,1,668.04,2,1,3,Potential Loyalists
12613,57,4,3092.38,2,3,4,Potential Loyalists
12614,278,1,315.6,1,1,2,Lost
12615,2,4,2093.19,4,3,4,Champions
12616,95,2,641.3,2,2,3,Potential Loyalists
12617,29,1,352.98,3,1,2,New Customers
12618,22,1,137.31,3,1,1,New Customers
12619,16,8,1971.4799999999998,4,4,4,Champions
12620,15,3,1303.41,4,3,3,Champions
12621,2,20,11797.57,4,4,4,Champions
12622,232,1,162.1,1,1,1,Lost
12623,276,1,269.1,1,1,1,Lost
12624,106,2,569.13,2,2,2,Potential Loyalists
12625,212,2,2413.82,1,2,4,Potential Loyalists
12626,23,9,5954.4800000000005,3,4,4,Champions
12627,11,6,4057.58,4,4,4,Champions
12628,4,3,732.46,4,3,3,Champions
12630,10,2,1013.9300000000001,4,2,3,New Customers
12631,57,1,480.5,2,1,2,Potential Loyalists
12633,59,4,1717.98,2,3,4,Potential Loyalists
12635,90,2,1509.18,2,2,3,Potential Loyalists
12637,67,8,5715.05,2,4,4,Potential Loyalists
12638,33,1,511.69,3,1,2,New Customers
12639,239,1,366.1,1,1,2,Lost
12640,24,3,960.6800000000001,3,3,3,Champions
12641,115,1,145.9,2,1,1,Potential Loyalists
12642,25,3,888.31,3,3,3,Champions
12643,128,5,1627.4,2,4,4,Potential Loyalists
12644,130,1,477.90999999999997,2,1,2,Potential Loyalists
12645,34,4,1631.18,3,3,4,Champions
12646,5,2,1346.97,4,2,3,New Customers
12647,22,12,3064.02,3,4,4,Champions
12648,155,1,300.05,1,1,2,Lost
12649,107,3,569.51,2,3,2,Potential Loyalists
12650,3,1,242.44,4,1,1,New Customers
12651,335,1,114.0,1,1,1,Lost
12652,331,1,793.98,1,1,3,Lost
12653,149,2,2209.85,1,2,4,Potential Loyalists
12654,11,5,529.98,4,4,2,Potential Loyalists
12656,17,5,3534.42,4,4,4,Champions
12657,11,4,1217.18,4,3,3,Champions
12658,19,1,632.05,3,1,2,New Customers
12659,30,1,73.67999999999999,3,1,1,New Customers
12660,11,1,227.10000000000002,4,1,1,New Customers
12662,1,11,3513.83,4,4,4,Champions
12664,8,9,4391.88,4,4,4,Champions
12665,325,1,45.0,1,1,1,Lost
12667,58,1,460.13,2,1,2,Potential Loyalists
12668,12,4,3177.15,4,3,4,Champions
12669,151,2,1410.78,1,2,3,Potential Loyalists
12670,10,5,2744.05,4,4,4,Champions
12672,330,1,225.9,1,1,1,Lost
12673,5,2,574.52,4,2,2,New Customers
12674,39,4,1844.6,3,3,4,Champions
12676,25,6,1091.39,3,4,3,Champions
12678,42,9,11797.86,3,4,4,Champions
12679,59,4,951.02,2,3,3,Potential Loyalists
12680,1,4,790.81,4,3,3,Champions
12681,15,22,12365.54,4,4,4,Champions
12682,4,31,10633.18,4,4,4,Champions
12683,4,14,7617.57,4,4,4,Champions
12684,8,6,2021.79,4,4,4,Champions
12685,28,6,2575.08,3,4,4,Champions
12686,372,1,71.14,1,1,1,Lost
12688,114,1,4565.91,2,1,4,Potential Loyalists
12689,26,2,1139.6100000000001,3,2,3,New Customers
12690,206,1,335.01,1,1,2,Lost
12691,28,5,927.8,3,4,3,Champions
12693,127,4,711.91,2,3,3,Potential Loyalists
12694,70,2,761.67,2,2,3,Potential Loyalists
12695,7,4,582.1,4,3,2,Potential Loyalists
12697,29,3,757.59,3,3,3,Champions
12700,8,4,4525.99,4,3,4,Champions
12701,80,2,691.8100000000001,2,2,3,Potential Loyalists
12702,20,1,201.0,3,1,1,New Customers
12703,71,1,265.55,2,1,1,Potential Loyalists
12704,7,8,1715.89,4,4,4,Champions
12705,15,8,6382.29,4,4,4,Champions
12707,292,1,603.42,1,1,2,Lost
12708,30,10,2379.11,3,4,4,Champions
12709,15,15,9400.52,4,4,4,Champions
12710,97,3,1023.02,2,3,3,Potential Loyalists
12712,29,13,3903.13,3,4,4,Champions
12713,1,1,794.55,4,1,3,New Customers
12714,9,5,4294.86,4,4,4,Champions
12715,106,1,263.36,2,1,1,Potential Loyalists
12716,4,2,963.49,4,2,3,New Customers
12717,151,2,791.03,1,2,3,Potential Loyalists
12718,71,1,202.25,2,1,1,Potential Loyalists
12719,5,2,572.95,4,2,2,New Customers
12720,3,25,5059.57,4,4,4,Champions
12721,32,6,2335.28,3,4,4,Champions
12722,85,4,911.83,2,3,3,Potential Loyalists
12723,4,4,622.32,4,3,2,Potential Loyalists
12724,5,4,923.41,4,3,3,Champions
12725,371,1,371.8,1,1,2,Lost
12726,28,7,2374.62,3,4,4,Champions
12727,11,7,3440.7000000000003,4,4,4,Champions
12728,71,4,728.33,2,3,3,Potential Loyalists
12729,114,1,417.01,2,1,2,Potential Loyalists
12731,24,12,17163.45,3,4,4,Champions
12732,180,1,218.26000000000002,1,1,1,Lost
12733,234,1,383.95,1,1,2,Lost
12734,353,1,110.39999999999999,1,1,1,Lost
12735,315,2,673.62,1,2,3,Potential Loyalists
12736,333,1,144.0,1,1,1,Lost
12738,372,1,137.35,1,1,1,Lost
12739,99,1,975.54,2,1,3,Potential Loyalists
12740,64,1,427.6,2,1,2,Potential Loyalists
12743,134,2,523.18,2,2,2,Potential Loyalists
12744,56,4,8646.99,2,3,4,Potential Loyalists
12747,2,11,4180.06,4,4,4,Champions
12748,1,205,28761.39,4,4,4,Champions
12749,4,5,4040.88,4,4,4,Champions
12750,129,1,275.88,2,1,1,Potential Loyalists
12752,81,1,4366.78,2,1,4,Potential Loyalists
12753,23,6,20649.87,3,4,4,Champions
12754,236,3,427.38,1,3,2,At Risk
12755,281,1,17.549999999999997,1,1,1,Lost
12756,87,1,112.08,2,1,1,Potential Loyalists
12757,16,8,3999.55,4,4,4,Champions
12758,117,2,2791.59,2,2,4,Potential Loyalists
12759,52,3,1343.64,2,3,3,Potential Loyalists
12762,8,2,1702.52,4,2,4,New Customers
12763,138,2,494.08,2,2,2,Potential Loyalists
12764,317,1,1693.88,1,1,4,Lost
12766,4,7,6457.63,4,4,4,Champions
12769,239,1,1143.6,1,1,3,Lost
12770,211,1,1351.45,1,1,3,Lost
12772,60,1,752.47,2,1,3,Potential Loyalists
12775,17,5,1264.09,4,4,3,Champions
12778,20,6,693.23,3,4,3,Champions
12779,38,8,3981.36,3,4,4,Champions
12781,64,2,786.74,2,2,3,Potential Loyalists
12782,5,5,1938.92,4,4,4,Champions
12783,2,4,1295.8700000000001,4,3,3,Champions
12784,15,1,476.82,4,1,2,New Customers
12785,364,1,239.0,1,1,1,Lost
12787,10,3,418.66,4,3,2,Potential Loyalists
12790,192,1,294.92,1,1,2,Lost
12791,374,1,177.60000000000002,1,1,1,Lost
12792,257,1,344.54,1,1,2,Lost
12793,335,2,461.48,1,2,2,Potential Loyalists
12794,53,2,860.41,2,2,3,Potential Loyalists
12795,19,1,318.48,3,1,2,New Customers
12797,366,1,226.03,1,1,1,Lost
12798,171,1,69.12,1,1,1,Lost
12802,187,1,397.58,1,1,2,Lost
12808,37,3,455.65000000000003,3,3,2,Potential Loyalists
12809,178,1,405.31,1,1,2,Lost
12811,262,2,459.85,1,2,2,Potential Loyalists
12812,45,1,229.64000000000001,3,1,1,New Customers
12814,102,1,85.92,2,1,1,Potential Loyalists
12815,148,2,863.46,1,2,3,Potential Loyalists
12816,96,2,395.3,2,2,2,Potential Loyalists
12817,281,1,126.04,1,1,1,Lost
12818,262,1,387.2,1,1,2,Lost
12820,3,4,942.34,4,3,3,Champions
12821,214,1,92.72,1,1,1,Lost
12822,71,2,948.88,2,2,3,Potential Loyalists
12823,75,5,1759.5,2,4,4,Potential Loyalists
12824,60,1,397.12,2,1,2,Potential Loyalists
12826,3,7,1474.72,4,4,3,Champions
12827,6,3,430.15,4,3,2,Potential Loyalists
12828,3,6,1001.76,4,4,3,Champions
12829,337,2,132.3,1,2,1,Potential Loyalists
12830,91,4,1961.12,2,3,4,Potential Loyalists
12831,262,1,215.05,1,1,1,Lost
12832,32,2,383.03000000000003,3,2,2,New Customers
12833,145,1,417.38,1,1,2,Lost
12834,283,1,312.38,1,1,2,Lost
12836,59,4,2440.86,2,3,4,Potential Loyalists
12837,173,1,117.15,1,1,1,Lost
12838,34,2,655.0,3,2,3,New Customers
12839,3,14,5591.42,4,4,4,Champions
12840,144,4,2726.77,1,3,4,Cannot Lose Them
12841,5,25,3906.83,4,4,4,Champions
12842,70,2,1053.99,2,2,3,Potential Loyalists
12843,66,8,1702.26,2,4,4,Potential Loyalists
12844,29,2,325.96000000000004,3,2,2,New Customers
12845,267,3,145.29000000000002,1,3,1,At Risk
12847,22,1,843.64,3,1,3,New Customers
12849,31,2,1010.29,3,2,3,New Customers
12851,97,1,114.86,2,1,1,Potential Loyalists
12852,295,1,311.55,1,1,2,Lost
12853,135,6,1957.1000000000001,2,4,4,Potential Loyalists
12854,79,3,1316.25,2,3,3,Potential Loyalists
12855,373,1,38.1,1,1,1,Lost
12856,8,6,2170.78,4,4,4,Champions
12857,211,2,1106.4,1,2,3,Potential Loyalists
12863,52,1,521.2,2,1,2,Potential Loyalists
12864,138,1,27.599999999999998,2,1,1,Potential Loyalists
12865,26,2,1449.58,3,2,3,New Customers
12866,283,1,499.12,1,1,2,Lost
12867,26,7,4009.34,3,4,4,Champions
12868,186,6,1607.0600000000002,1,4,4,Cannot Lose Them
12871,84,2,380.64,2,2,2,Potential Loyalists
12872,327,2,599.97,1,2,2,Potential Loyalists
12873,282,1,374.0,1,1,2,Lost
12876,58,2,2053.02,2,2,4,Potential Loyalists
12877,4,12,1535.77,4,4,3,Champions
12878,236,2,854.99,1,2,3,Potential Loyalists
12879,45,3,573.22,3,3,2,Potential Loyalists
12881,276,1,103.0,1,1,1,Lost
12882,9,2,1463.04,4,2,3,New Customers
12883,25,4,686.52,3,3,3,Champions
12884,88,1,139.05,2,1,1,Potential Loyalists
12885,63,3,1124.37,2,3,3,Potential Loyalists
12886,68,2,1378.4,2,2,3,Potential Loyalists
12888,214,2,354.12,1,2,2,Potential Loyalists
12890,24,1,376.71999999999997,3,1,2,New Customers
12891,293,1,42.0,1,1,1,Lost
12893,31,1,176.55,3,1,1,New Customers
12895,42,2,372.8,3,2,2,New Customers
12897,205,2,216.5,1,2,1,Potential Loyalists
12901,10,18,3568.92,4,4,4,Champions
12902,265,1,104.78,1,1,1,Lost
12904,18,2,496.06,4,2,2,New Customers
12906,12,5,2784.13,4,4,4,Champions
12909,40,5,1706.72,3,4,4,Champions
12910,23,8,3075.04,3,4,4,Champions
12912,3,5,1662.3,4,4,4,Champions
12913,5,5,2453.63,4,4,4,Champions
12915,149,2,363.65,1,2,2,Potential Loyalists
12916,139,4,2944.95,2,3,4,Potential Loyalists
12917,128,1,594.0,2,1,2,Potential Loyalists
12919,8,6,1335.19,4,4,3,Champions
12920,17,1,128.88,4,1,1,New Customers
12921,9,37,16587.09,4,4,4,Champions
12922,161,1,405.38,1,1,2,Lost
12923,64,1,172.82,2,1,1,Potential Loyalists
12924,88,4,781.0600000000001,2,3,3,Potential Loyalists
12925,5,2,679.05,4,2,3,New Customers
12928,35,5,2028.14,3,4,4,Champions
12929,312,1,117.85,1,1,1,Lost
12930,78,2,415.8,2,2,2,Potential Loyalists
12931,30,9,2661.26,3,4,4,Champions
12933,24,3,607.53,3,3,2,Potential Loyalists
12935,2,7,2160.7,4,4,4,Champions
12936,17,4,1063.9,4,3,3,Champions
12937,15,4,1504.27,4,3,3,Champions
12938,26,1,114.14,3,1,1,New Customers
12939,64,8,5921.52,2,4,4,Potential Loyalists
12940,55,2,879.74,2,2,3,Potential Loyalists
12942,131,3,658.65,2,3,3,Potential Loyalists
12944,36,2,604.51,3,2,2,New Customers
12945,288,1,462.95,1,1,2,Lost
12947,144,6,1440.09,1,4,3,Cannot Lose Them
12948,16,7,2064.95,4,4,4,Champions
12949,31,8,4167.22,3,4,4,Champions
12950,2,3,1699.0,4,3,4,Champions
12951,9,6,1047.1200000000001,4,4,3,Champions
12952,6,4,1319.99,4,3,3,Champions
12953,10,1,304.85,4,1,2,New Customers
12955,1,11,4757.16,4,4,4,Champions
12956,306,1,91.12,1,1,1,Lost
12957,10,8,4000.59,4,4,4,Champions
12962,7,2,266.39,4,2,1,New Customers
12963,8,8,1856.63,4,4,4,Champions
12965,89,1,769.8100000000001,2,1,3,Potential Loyalists
12966,10,1,160.18,4,1,1,New Customers
12967,358,2,1301.5,1,2,3,Potential Loyalists
12968,112,1,135.95,2,1,1,Potential Loyalists
12970,7,4,405.47,4,3,2,Potential Loyalists
12971,4,86,10330.64,4,4,4,Champions
12974,198,1,124.85000000000001,1,1,1,Lost
12976,212,1,738.6,1,1,3,Lost
12977,156,1,19.24,1,1,1,Lost
12980,177,7,1435.68,1,4,3,Cannot Lose Them
12981,30,2,372.21999999999997,3,2,2,New Customers
12982,243,1,390.54,1,1,2,Lost
12984,19,1,97.5,3,1,1,New Customers
12985,1,2,1205.18,4,2,3,New Customers
12987,74,2,508.75,2,2,2,Potential Loyalists
12988,292,1,505.82,1,1,2,Lost
12989,3,14,4731.71,4,4,4,Champions
12990,31,3,409.5,3,3,2,Potential Loyalists
12991,23,2,503.76,3,2,2,New Customers
12993,23,4,414.76,3,3,2,Potential Loyalists
12994,4,3,974.42,4,3,3,Champions
12995,85,1,211.32,2,1,1,Potential Loyalists
12997,22,4,1143.69,3,3,3,Champions
12999,196,3,455.88,1,3,2,At Risk
13000,107,3,534.85,2,3,2,Potential Loyalists
13001,4,13,8693.85,4,4,4,Champions
13002,318,1,120.95,1,1,1,Lost
13003,106,3,149.05,2,3,1,Potential Loyalists
13004,12,18,5655.91,4,4,4,Champions
13005,174,2,513.7,1,2,2,Potential Loyalists
13006,56,1,81.57,2,1,1,Potential Loyalists
13008,323,1,229.47,1,1,1,Lost
13011,372,1,50.550000000000004,1,1,1,Lost
13012,9,8,1646.8400000000001,4,4,4,Champions
13013,1,13,4810.9400000000005,4,4,4,Champions
13014,11,10,3466.28,4,4,4,Champions
13015,53,5,3027.69,2,4,4,Potential Loyalists
13016,73,3,722.09,2,3,3,Potential Loyalists
13017,7,1,204.0,4,1,1,New Customers
13018,16,28,7244.4,4,4,4,Champions
13021,4,9,2556.48,4,4,4,Champions
13023,64,2,599.9,2,2,2,Potential Loyalists
13026,1,4,816.0,4,3,3,Champions
13028,23,2,661.3199999999999,3,2,3,New Customers
13029,31,3,499.0,3,3,2,Potential Loyalists
13030,11,2,695.89,4,2,3,New Customers
13032,52,2,1010.1800000000001,2,2,3,Potential Loyalists
13033,357,1,190.55,1,1,1,Lost
13034,55,2,642.77,2,2,3,Potential Loyalists
13035,74,2,921.88,2,2,3,Potential Loyalists
13037,138,3,881.07,2,3,3,Potential Loyalists
13038,80,3,908.46,2,3,3,Potential Loyalists
13040,9,2,676.99,4,2,3,New Customers
13043,273,1,516.42,1,1,2,Lost
13044,291,1,560.47,1,1,2,Lost
13045,99,1,305.28000000000003,2,1,2,Potential Loyalists
13046,31,2,544.31,3,2,2,New Customers
13047,32,10,3237.54,3,4,4,Champions
13048,14,4,1819.41,4,3,4,Champions
13049,64,2,656.6800000000001,2,2,3,Potential Loyalists
13050,15,17,5796.91,4,4,4,Champions
13052,212,1,348.15000000000003,1,1,2,Lost
13055,78,3,1214.41,2,3,3,Potential Loyalists
13058,25,3,271.40000000000003,3,3,1,Potential Loyalists
13059,250,1,183.4,1,1,1,Lost
13060,254,1,307.53000000000003,1,1,2,Lost
13061,72,1,248.61,2,1,1,Potential Loyalists
13062,191,1,271.5,1,1,1,Lost
13064,13,4,1085.64,4,3,3,Champions
13065,373,1,205.86,1,1,1,Lost
13066,24,2,430.90000000000003,3,2,2,New Customers
13067,82,1,115.46000000000001,2,1,1,Potential Loyalists
13068,10,2,344.0,4,2,2,New Customers
13069,1,24,4065.68,4,4,4,Champions
13070,192,1,228.8,1,1,1,Lost
13072,267,1,177.15,1,1,1,Lost
13075,130,1,919.61,2,1,3,Potential Loyalists
13077,1,4,728.02,4,3,3,Champions
13078,3,26,11515.94,4,4,4,Champions
13079,4,5,220.10000000000002,4,4,1,Potential Loyalists
13080,179,1,58.08,1,1,1,Lost
13081,12,11,28214.76,4,4,4,Champions
13082,126,9,1963.96,2,4,4,Potential Loyalists
13083,4,2,286.8,4,2,1,New Customers
13085,158,2,416.08,1,2,2,Potential Loyalists
13089,3,94,55350.91,4,4,4,Champions
13090,9,13,8744.27,4,4,4,Champions
13091,28,1,345.82,3,1,2,New Customers
13092,71,5,477.83,2,4,2,Potential Loyalists
13093,276,8,7832.47,1,4,4,Cannot Lose Them
13094,21,12,1622.0400000000002,3,4,4,Champions
13095,71,1,74.39999999999999,2,1,1,Potential Loyalists
13097,33,10,5715.07,3,4,4,Champions
13098,1,28,27245.4,4,4,4,Champions
13101,234,1,101.19,1,1,1,Lost
13102,1,24,6166.33,4,4,4,Champions
13103,40,1,243.94,3,1,1,New Customers
13104,3,6,1098.48,4,4,3,Champions
13106,133,1,76.5,2,1,1,Potential Loyalists
13107,44,4,1531.6200000000001,3,3,3,Champions
13108,373,1,350.06,1,1,2,Lost
13109,60,2,786.54,2,2,3,Potential Loyalists
13110,31,7,1454.77,3,4,3,Champions
13113,1,24,10545.960000000001,4,4,4,Champions
13115,12,4,2214.88,4,3,4,Champions
13116,138,1,469.24,2,1,2,Potential Loyalists
13117,22,8,948.96,3,4,3,Champions
13118,20,5,1172.81,3,4,3,Champions
13120,239,1,30.6,1,1,1,Lost
13121,269,1,283.73,1,1,1,Lost
